,gaze_confidence,gaze_x,gaze_y,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45,head_x,head_y,head_z,pose_1_x,pose_1_y,pose_1_confidence,pose_2_x,pose_2_y,pose_2_confidence,pose_3_x,pose_3_y,pose_3_confidence,pose_4_x,pose_4_y,pose_4_confidence,pose_5_x,pose_5_y,pose_5_confidence,pose_6_x,pose_6_y,pose_6_confidence,pose_7_x,pose_7_y,pose_7_confidence
6234,0.88,0.504,0.576,0.14,0.0,1.93,0.0,1.72,2.58,0.0,0.27,0.88,1.21,0.0,0.24,0.0,0.01,0.26,0.18,0.0,2.4999999999999767e-05,9.999999999999983e-07,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6235,0.88,0.5035,0.575,0.06,0.0,1.84,0.0,1.67,2.53,0.0,0.21,0.8,1.27,0.0,0.31,0.0,0.02,0.05,0.12,0.0,8.100000000000014e-05,4e-06,9.999999999999741e-07,,,,,,,,,,,,,,,,,,,,,
6236,0.88,0.504,0.5765,0.21,0.06,1.95,0.0,1.66,2.56,0.0,0.2,0.8,1.34,0.0,0.4,0.0,0.03,0.03,0.19,0.0,4.9000000000000087e-05,4e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6237,0.88,0.505,0.578,0.27,0.06,2.08,0.0,1.65,2.75,0.0,0.11,0.81,1.43,0.0,0.43,0.0,0.02,0.1,0.1,0.0,2.4999999999999767e-05,9.000000000000005e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6238,0.88,0.505,0.578,0.41,0.06,2.18,0.0,1.64,2.92,0.0,0.09,0.84,1.43,0.0,0.5,0.0,0.02,0.16,0.17,0.0,1.0000000000000019e-06,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6239,0.88,0.503,0.5765,0.3,0.0,2.2,0.0,1.65,3.15,0.0,0.07,0.82,1.4,0.0,0.49,0.0,0.0,0.14,0.08,0.0,8.99999999999985e-06,4.899999999999999e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6240,0.88,0.5045,0.5745,0.3,0.0,2.18,0.0,1.64,3.11,0.0,0.1,0.81,1.36,0.0,0.48,0.0,0.0,0.07,0.08,0.0,3.600000000000006e-05,3.6e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6241,0.88,0.5035,0.5775,0.26,0.0,2.26,0.0,1.64,3.0,0.0,0.17,0.78,1.36,0.0,0.43,0.0,0.01,0.01,0.0,0.0,3.600000000000006e-05,9.000000000000005e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6242,0.88,0.5025,0.5775,0.19,0.0,2.17,0.0,1.69,2.91,0.0,0.18,0.81,1.39,0.0,0.48,0.0,0.01,0.04,0.0,0.0,0.0,8.999999999999995e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6243,0.88,0.501,0.577,0.1,0.0,2.09,0.0,1.72,2.92,0.0,0.24,0.92,1.38,0.0,0.39,0.0,0.01,0.27,0.0,0.0,4.0000000000000074e-06,3.600000000000002e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6244,0.88,0.4995,0.5775,0.0,0.0,1.93,0.0,1.75,3.06,0.0,0.37,1.08,1.27,0.03,0.37,0.0,0.0,0.75,0.0,0.0,9.000000000000015e-06,1.6e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6245,0.88,0.496,0.5805,0.0,0.0,1.94,0.0,1.74,3.22,0.0,0.54,1.24,1.27,0.03,0.28,0.0,0.0,1.21,0.0,0.0,0.00016899999999999958,0.00012099999999999999,2.4999999999999906e-05,,,,,,,,,,,,,,,,,,,,,
6246,0.88,0.496,0.583,0.0,0.0,1.98,0.0,1.75,3.35,0.0,0.6,1.32,1.21,0.03,0.28,0.0,0.0,1.48,0.0,0.0,3.600000000000006e-05,1.0000000000000019e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6247,0.88,0.4975,0.584,0.0,0.0,2.08,0.0,1.76,3.27,0.0,0.61,1.38,1.28,0.0,0.18,0.0,0.0,1.53,0.0,0.0,1.600000000000003e-05,1.5999999999999972e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6248,0.88,0.4975,0.583,0.0,0.0,2.12,0.0,1.78,3.16,0.0,0.57,1.4,1.31,0.0,0.12,0.0,0.0,1.4,0.0,0.0,9.000000000000015e-06,9.999999999999879e-07,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6249,0.88,0.494,0.5795,0.08,0.0,2.11,0.0,1.81,2.97,0.01,0.62,1.35,1.34,0.0,0.11,0.0,0.0,1.13,0.01,0.0,0.00019600000000000035,0.00014400000000000008,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6250,0.88,0.494,0.5755,0.17,0.0,2.06,0.0,1.84,2.9,0.03,0.53,1.24,1.32,0.0,0.13,0.0,0.0,0.8,0.01,0.0,0.00019599999999999956,1.600000000000003e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6251,0.88,0.493,0.572,0.24,0.0,2.14,0.0,1.82,2.87,0.06,0.57,1.15,1.28,0.0,0.09,0.0,0.0,0.55,0.01,0.0,8.100000000000014e-05,9.000000000000015e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6252,0.88,0.4925,0.5705,0.23,0.0,2.16,0.0,1.82,2.96,0.11,0.52,1.09,1.25,0.0,0.1,0.01,0.0,0.49,0.0,0.0,1.600000000000003e-05,4.0000000000000074e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6253,0.88,0.491,0.5715,0.24,0.0,2.12,0.0,1.8,2.96,0.13,0.6,1.07,1.17,0.0,0.11,0.03,0.0,0.54,0.0,0.0,1.0000000000000019e-06,8.999999999999975e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6254,0.88,0.491,0.5725,0.27,0.01,2.07,0.0,1.81,3.03,0.16,0.6,1.03,1.1,0.0,0.1,0.07,0.0,0.65,0.0,0.0,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6255,0.88,0.4905,0.5725,0.34,0.01,2.06,0.0,1.81,3.03,0.18,0.65,1.05,1.13,0.0,0.04,0.09,0.0,0.74,0.0,0.0,1.0000000000000019e-06,4.0000000000000074e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6256,0.88,0.4895,0.574,0.41,0.01,2.15,0.0,1.8,3.1,0.18,0.68,1.08,1.18,0.0,0.01,0.1,0.0,0.83,0.0,0.0,1.600000000000003e-05,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6257,0.88,0.49,0.5745,0.39,0.0,2.14,0.0,1.83,3.04,0.14,0.7,1.12,1.22,0.0,0.01,0.1,0.0,0.91,0.0,0.0,1.0000000000000019e-06,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6258,0.88,0.4895,0.574,0.31,0.0,2.14,0.0,1.78,3.08,0.09,0.7,1.14,1.19,0.0,0.01,0.12,0.0,0.91,0.06,0.0,1.0000000000000019e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6259,0.88,0.4895,0.5755,0.21,0.0,2.1,0.0,1.73,2.89,0.08,0.68,1.17,1.17,0.0,0.03,0.13,0.0,0.82,0.09,0.0,1.600000000000003e-05,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6260,0.88,0.488,0.5745,0.12,0.0,2.04,0.0,1.68,2.85,0.09,0.67,1.17,1.18,0.0,0.03,0.09,0.0,0.67,0.09,0.0,4.0000000000000074e-06,8.999999999999975e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6261,0.88,0.4885,0.576,0.11,0.0,1.98,0.0,1.71,2.85,0.07,0.67,1.19,1.23,0.0,0.07,0.04,0.0,0.65,0.03,0.0,1.600000000000003e-05,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6262,0.88,0.488,0.576,0.07,0.0,1.88,0.0,1.77,3.14,0.09,0.66,1.21,1.25,0.0,0.05,0.0,0.0,0.65,0.0,0.0,1.0000000000000019e-06,9.000000000000015e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6263,0.88,0.487,0.5765,0.15,0.0,1.81,0.0,1.79,3.24,0.07,0.69,1.24,1.3,0.0,0.06,0.0,0.0,0.64,0.0,0.0,1.0000000000000019e-06,1.0000000000000019e-06,2.4999999999999974e-05,,,,,,,,,,,,,,,,,,,,,
6264,0.88,0.487,0.578,0.12,0.0,1.74,0.0,1.77,3.25,0.14,0.69,1.23,1.31,0.0,0.08,0.0,0.0,0.66,0.02,0.0,4.0000000000000074e-06,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6265,0.88,0.4865,0.579,0.09,0.0,1.63,0.0,1.74,3.14,0.15,0.66,1.2,1.3,0.0,0.1,0.0,0.0,0.66,0.02,0.0,4.0000000000000074e-06,4.0000000000000074e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6266,0.88,0.4865,0.5785,0.02,0.0,1.59,0.0,1.73,3.08,0.22,0.61,1.16,1.25,0.03,0.09,0.0,0.0,0.71,0.02,0.0,0.0,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6267,0.88,0.4865,0.579,0.03,0.0,1.59,0.0,1.73,3.09,0.26,0.59,1.15,1.18,0.05,0.04,0.0,0.0,0.71,0.0,0.0,1.0000000000000019e-06,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6268,0.88,0.487,0.579,0.03,0.0,1.64,0.0,1.71,3.16,0.27,0.57,1.11,1.31,0.05,0.12,0.0,0.0,0.64,0.01,0.0,0.0,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6269,0.88,0.4855,0.5795,0.08,0.0,1.69,0.0,1.67,3.24,0.24,0.55,1.04,1.34,0.11,0.25,0.03,0.0,0.43,0.01,0.0,4.0000000000000074e-06,1.600000000000003e-05,1.5999999999999972e-05,,,,,,,,,,,,,,,,,,,,,
6270,0.88,0.4855,0.5765,0.17,0.0,1.8,0.0,1.66,3.23,0.22,0.52,0.94,1.39,0.09,0.4,0.11,0.01,0.19,0.07,0.0,0.00012100000000000022,1.0000000000000019e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6271,0.88,0.4875,0.5755,0.2,0.0,1.86,0.0,1.65,3.1,0.22,0.55,0.94,1.23,0.1,0.34,0.11,0.01,0.22,0.06,0.0,1.0000000000000019e-06,2.5000000000000045e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6272,0.88,0.484,0.5775,0.16,0.0,1.89,0.0,1.63,3.03,0.23,0.59,0.98,1.12,0.03,0.21,0.08,0.01,0.52,0.06,0.0,0.00019600000000000035,9.99999999999999e-05,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6273,0.88,0.483,0.5805,0.08,0.02,1.89,0.0,1.6,3.1,0.23,0.59,1.09,1.07,0.03,0.04,0.0,0.0,0.89,0.09,0.0,6.399999999999967e-05,9.000000000000015e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6274,0.88,0.4825,0.5815,0.14,0.06,1.91,0.0,1.61,3.21,0.25,0.55,1.12,0.99,0.09,0.01,0.0,0.0,0.98,0.09,0.0,4.0000000000000074e-06,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6275,0.88,0.4835,0.5815,0.29,0.11,1.92,0.0,1.63,3.18,0.2,0.52,1.17,1.0,0.17,0.06,0.0,0.0,0.92,0.09,0.0,0.0,4.0000000000000074e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6276,0.88,0.484,0.5825,0.41,0.09,1.88,0.0,1.63,3.06,0.13,0.53,1.19,0.95,0.3,0.06,0.0,0.0,0.83,0.0,0.0,1.0000000000000019e-06,9.000000000000015e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6277,0.88,0.4835,0.5825,0.35,0.06,1.83,0.0,1.68,3.14,0.11,0.56,1.23,0.96,0.3,0.05,0.0,0.0,0.81,0.0,0.0,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6278,0.88,0.483,0.582,0.16,0.0,1.76,0.0,1.71,3.32,0.18,0.59,1.24,0.9,0.21,0.0,0.0,0.0,0.86,0.0,0.0,1.0000000000000019e-06,9.000000000000015e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6279,0.88,0.484,0.583,0.03,0.0,1.67,0.0,1.6,3.46,0.16,0.56,1.09,0.9,0.09,0.04,0.0,0.0,0.58,0.07,0.0,9.000000000000015e-06,9.000000000000015e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6280,0.88,0.483,0.5825,0.08,0.02,1.56,0.0,1.43,3.38,0.09,0.49,0.93,0.88,0.01,0.07,0.0,0.0,0.31,0.15,0.0,0.0001439999999999996,4.0000000000000074e-06,4.9000000000000087e-05,,,,,,,,,,,,,,,,,,,,,
6281,0.88,0.482,0.5805,0.11,0.02,1.54,0.0,1.32,3.37,0.03,0.41,0.79,0.91,0.01,0.12,0.0,0.0,0.0,0.22,0.0,1.600000000000003e-05,9.000000000000015e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6282,0.88,0.4815,0.581,0.12,0.02,1.54,0.0,1.36,3.32,0.03,0.43,0.83,0.86,0.05,0.08,0.0,0.0,0.09,0.18,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
6283,0.88,0.482,0.58,0.04,0.0,1.6,0.0,1.34,3.42,0.03,0.45,0.89,0.92,0.08,0.09,0.0,0.0,0.15,0.23,0.0,4.0000000000000074e-06,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6284,0.88,0.4835,0.579,0.01,0.0,1.66,0.0,1.32,3.34,0.0,0.48,0.92,0.87,0.07,0.04,0.0,0.0,0.17,0.21,0.0,1.600000000000003e-05,3.600000000000006e-05,0.0,,,,,,,,,,,,,,,,,,,,,
6285,0.88,0.4845,0.5795,0.01,0.0,1.75,0.0,1.31,3.44,0.0,0.5,0.95,0.86,0.03,0.05,0.0,0.0,0.17,0.31,0.0,9.000000000000015e-06,3.9999999999999515e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6286,0.88,0.4855,0.58,0.03,0.04,1.76,0.0,1.34,3.4,0.0,0.54,0.93,0.81,0.0,0.04,0.01,0.0,0.28,0.31,0.0,0.0,9.000000000000015e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6287,0.88,0.486,0.5785,0.08,0.04,1.63,0.0,1.44,3.37,0.0,0.48,0.99,0.9,0.0,0.08,0.01,0.0,0.47,0.43,0.0,2.5000000000000045e-05,1.0000000000000019e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6288,0.88,0.487,0.577,0.1,0.04,1.58,0.0,1.55,3.29,0.0,0.47,1.15,0.93,0.0,0.1,0.02,0.0,0.66,0.55,0.0,2.5000000000000045e-05,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6289,0.88,0.487,0.578,0.08,0.0,1.55,0.0,1.65,3.24,0.0,0.45,1.37,0.99,0.0,0.07,0.0,0.0,0.85,0.61,0.01,1.0000000000000019e-06,1.0000000000000019e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6290,0.88,0.4875,0.574,0.03,0.0,1.65,0.0,1.72,3.41,0.0,0.47,1.52,0.99,0.0,0.03,0.0,0.0,0.92,0.65,0.04,3.600000000000006e-05,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6291,0.88,0.487,0.5725,0.07,0.07,1.61,0.0,1.8,3.56,0.02,0.46,1.57,1.0,0.0,0.01,0.0,0.0,1.02,0.6,0.04,2.5000000000000045e-05,4.0000000000000074e-06,9.999999999999741e-07,,,,,,,,,,,,,,,,,,,,,
6292,0.88,0.4845,0.5715,0.07,0.07,1.58,0.0,1.86,3.57,0.07,0.64,1.62,0.95,0.0,0.01,0.09,0.0,0.95,0.63,0.04,1.0000000000000019e-06,6.399999999999989e-05,1.600000000000003e-05,,,,,,,,,,,,,,,,,,,,,
6293,0.88,0.4795,0.572,0.09,0.34,1.59,0.0,1.85,3.44,0.14,0.82,1.66,0.94,0.0,0.01,0.11,0.0,0.96,0.6,0.0,4.0000000000000074e-06,0.000225,0.0,,,,,,,,,,,,,,,,,,,,,
6294,0.88,0.475,0.5700000000000001,0.03,0.28,1.59,0.0,1.79,3.33,0.14,0.96,1.66,0.93,0.0,0.0,0.11,0.0,0.72,0.39,0.08,2.4999999999999767e-05,0.0001690000000000003,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6295,0.88,0.473,0.5695,0.03,0.32,1.71,0.0,1.71,3.38,0.1,0.89,1.64,0.87,0.0,0.0,0.05,0.0,0.56,0.25,0.08,1.0000000000000019e-06,3.59999999999999e-05,6.399999999999989e-05,,,,,,,,,,,,,,,,,,,,,
6296,0.88,0.4725,0.5705,0.0,0.05,1.64,0.0,1.58,3.3,0.06,0.78,1.51,0.7,0.0,0.0,0.03,0.0,0.39,0.18,0.08,4.0000000000000074e-06,0.0,2.5000000000000045e-05,,,,,,,,,,,,,,,,,,,,,
6297,0.88,0.4735,0.5725,0.0,0.08,1.66,0.0,1.46,3.19,0.09,0.6,1.31,0.55,0.06,0.0,0.03,0.0,0.29,0.29,0.02,8.99999999999985e-06,1.600000000000003e-05,1.5999999999999972e-05,,,,,,,,,,,,,,,,,,,,,
6298,0.88,0.4745,0.5735,0.0,0.04,1.55,0.0,1.41,3.24,0.19,0.46,1.18,0.53,0.13,0.0,0.0,0.0,0.27,0.39,0.04,4.0000000000000074e-06,1.5999999999999918e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6299,0.88,0.474,0.575,0.0,0.04,1.58,0.0,1.4,3.43,0.29,0.32,1.09,0.58,0.14,0.0,0.0,0.0,0.25,0.44,0.04,2.5000000000000045e-05,4.0000000000000074e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6300,0.88,0.4755,0.5755,0.0,0.0,1.56,0.0,1.47,3.58,0.36,0.29,1.18,0.76,0.09,0.0,0.0,0.0,0.36,0.59,0.04,0.0,1.600000000000003e-05,3.9999999999999795e-06,,,,,,,,,,,,,,,,,,,,,
6301,0.88,0.478,0.575,0.02,0.03,1.71,0.0,1.58,3.72,0.32,0.38,1.32,0.82,0.01,0.0,0.0,0.0,0.59,0.65,0.07,1.600000000000003e-05,4.9000000000000087e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6302,0.88,0.4795,0.574,0.02,0.03,1.87,0.0,1.76,3.63,0.23,0.61,1.6,1.02,0.0,0.0,0.0,0.0,1.09,0.78,0.11,4.0000000000000074e-06,9.000000000000015e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6303,0.88,0.482,0.5745,0.02,0.03,1.99,0.0,1.93,3.66,0.26,0.8,1.77,1.11,0.0,0.0,0.0,0.0,1.33,0.78,0.13,4.9000000000000087e-05,3.59999999999999e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6304,0.88,0.4815,0.5705,0.0,0.0,1.95,0.0,2.03,3.58,0.26,0.92,1.86,1.28,0.0,0.0,0.0,0.01,1.29,0.77,0.08,0.00019600000000000035,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6305,0.88,0.482,0.569,0.0,0.0,1.97,0.0,2.04,3.67,0.26,0.98,1.82,1.35,0.0,0.0,0.0,0.03,0.98,0.67,0.05,2.5000000000000045e-05,1.0000000000000019e-06,1.600000000000003e-05,,,,,,,,,,,,,,,,,,,,,
6306,0.88,0.482,0.5695,0.0,0.0,1.88,0.0,2.02,3.66,0.14,1.02,1.84,1.39,0.0,0.0,0.0,0.03,0.87,0.63,0.06,0.0,4.0000000000000074e-06,8.999999999999975e-06,,,,,,,,,,,,,,,,,,,,,
6307,0.88,0.482,0.571,0.0,0.0,1.79,0.0,2.01,3.66,0.1,1.05,1.83,1.43,0.0,0.0,0.0,0.02,0.87,0.58,0.08,1.600000000000003e-05,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6308,0.88,0.4815,0.5715,0.0,0.0,1.62,0.0,2.05,3.52,0.11,1.09,1.86,1.46,0.0,0.0,0.0,0.0,0.88,0.59,0.12,1.0000000000000019e-06,4.0000000000000074e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6309,0.88,0.4805,0.572,0.0,0.0,1.73,0.0,2.15,3.47,0.13,1.17,1.88,1.47,0.0,0.0,0.0,0.0,0.93,0.56,0.1,9.000000000000015e-06,1.600000000000003e-05,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6310,0.88,0.4805,0.572,0.0,0.0,1.89,0.0,2.21,3.36,0.11,1.24,1.9,1.49,0.0,0.0,0.0,0.01,0.94,0.55,0.07,1.0000000000000019e-06,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6311,0.88,0.481,0.571,0.0,0.0,2.1,0.0,2.21,3.35,0.06,1.28,1.88,1.5,0.0,0.01,0.0,0.02,0.93,0.49,0.03,9.000000000000015e-06,1.0000000000000019e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6312,0.88,0.4815,0.5705,0.0,0.0,2.13,0.0,2.15,3.23,0.03,1.32,1.9,1.56,0.0,0.03,0.0,0.04,0.91,0.44,0.0,0.0,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6313,0.88,0.481,0.5695,0.0,0.0,2.16,0.0,2.11,3.15,0.07,1.31,1.92,1.58,0.0,0.04,0.0,0.04,0.93,0.4,0.0,4.0000000000000074e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6314,0.88,0.4815,0.5695,0.03,0.0,2.13,0.0,2.13,3.06,0.09,1.27,1.98,1.56,0.0,0.03,0.0,0.02,1.02,0.51,0.0,1.0000000000000019e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6315,0.88,0.4795,0.572,0.11,0.13,2.19,0.0,2.1,3.09,0.12,1.18,1.99,1.53,0.0,0.01,0.0,0.0,1.0,0.65,0.0,4.9000000000000087e-05,1.5999999999999918e-05,6.4e-05,,,,,,,,,,,,,,,,,,,,,
6316,0.88,0.48,0.5735,0.14,0.13,2.11,0.0,2.08,3.01,0.11,1.14,2.02,1.46,0.0,0.0,0.0,0.01,0.98,0.8,0.0,4.0000000000000074e-06,3.9999999999999515e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6317,0.88,0.4795,0.5725,0.1,0.14,2.16,0.0,2.04,3.06,0.14,1.19,2.01,1.47,0.0,0.0,0.0,0.01,0.85,0.84,0.0,1.0000000000000019e-06,3.9999999999999515e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6318,0.88,0.48,0.572,0.06,0.08,2.1,0.0,2.06,3.19,0.22,1.24,2.07,1.44,0.0,0.0,0.0,0.01,0.85,0.7,0.0,1.0000000000000019e-06,3.9999999999999515e-06,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6319,0.88,0.479,0.5680000000000001,0.04,0.08,2.1,0.0,2.07,3.33,0.32,1.23,2.07,1.43,0.0,0.0,0.0,0.01,0.82,0.57,0.04,0.00019599999999999956,3.59999999999999e-05,0.0,,,,,,,,,,,,,,,,,,,,,
6320,0.88,0.478,0.5660000000000001,0.04,0.07,2.05,0.0,2.09,3.29,0.38,1.15,2.06,1.44,0.0,0.0,0.0,0.01,0.86,0.38,0.04,3.600000000000006e-05,1.0000000000000019e-06,3.9999999999999795e-06,,,,,,,,,,,,,,,,,,,,,
6321,0.88,0.478,0.5640000000000001,0.0,0.0,2.04,0.0,2.1,3.11,0.36,1.16,2.0,1.52,0.0,0.0,0.0,0.02,0.81,0.33,0.04,3.600000000000006e-05,1.0000000000000019e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6322,0.88,0.478,0.565,0.0,0.0,2.06,0.0,2.14,3.07,0.29,1.15,1.98,1.55,0.0,0.0,0.0,0.03,0.82,0.33,0.0,9.000000000000015e-06,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
6323,0.88,0.478,0.5655,0.0,0.0,2.0,0.0,2.16,3.14,0.26,1.12,1.96,1.48,0.0,0.0,0.0,0.03,0.8,0.3,0.0,1.600000000000003e-05,0.0,3.9999999999999795e-06,,,,,,,,,,,,,,,,,,,,,
6324,0.88,0.4785,0.5675,0.0,0.0,1.96,0.0,2.16,3.36,0.3,1.06,1.95,1.4,0.0,0.0,0.0,0.05,0.76,0.3,0.0,2.5000000000000045e-05,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6325,0.88,0.48,0.5675,0.04,0.0,1.9,0.0,2.15,3.42,0.33,1.11,1.96,1.34,0.0,0.0,0.0,0.04,0.78,0.22,0.0,1.0000000000000019e-06,1.600000000000003e-05,0.0,,,,,,,,,,,,,,,,,,,,,
6326,0.88,0.4795,0.5675,0.04,0.03,1.9,0.0,2.14,3.5,0.34,1.16,1.98,1.33,0.0,0.0,0.0,0.06,0.87,0.23,0.0,0.0,0.0,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6327,0.88,0.4785,0.5680000000000001,0.04,0.03,1.92,0.0,2.08,3.42,0.22,1.2,2.02,1.31,0.0,0.0,0.0,0.04,0.96,0.28,0.04,0.0,1.600000000000003e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6328,0.88,0.4775,0.5685,0.0,0.03,2.0,0.0,2.03,3.27,0.21,1.21,2.0,1.29,0.0,0.0,0.0,0.06,0.93,0.4,0.04,0.0,9.000000000000015e-06,3.9999999999999795e-06,,,,,,,,,,,,,,,,,,,,,
6329,0.88,0.4795,0.567,0.0,0.0,2.05,0.0,1.97,3.13,0.25,1.25,1.95,1.29,0.0,0.0,0.0,0.02,0.89,0.5,0.08,9.000000000000015e-06,3.600000000000006e-05,4.0000000000000074e-06,,,,,,,,,,,,,,,,,,,,,
6330,0.88,0.48,0.5675,0.0,0.0,2.03,0.0,1.91,2.88,0.33,1.13,1.73,1.28,0.0,0.0,0.0,0.04,0.78,0.51,0.09,4.0000000000000074e-06,1.0000000000000019e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6331,0.88,0.4795,0.567,0.0,0.01,1.94,0.0,1.74,2.8,0.3,0.84,1.48,1.22,0.09,0.0,0.0,0.07,0.52,0.37,0.18,1.0000000000000019e-06,4.0000000000000074e-06,9.000000000000015e-06,,,,,,,,,,,,,,,,,,,,,
6332,0.88,0.4795,0.567,0.14,0.16,1.96,0.0,1.64,2.8,0.22,0.66,1.29,1.19,0.14,0.04,0.01,0.12,0.23,0.18,0.2,1.0000000000000019e-06,4.0000000000000074e-06,1.0000000000000019e-06,,,,,,,,,,,,,,,,,,,,,
6333,0.88,0.4795,0.569,0.19,0.18,2.0,0.0,1.57,2.85,0.13,0.55,1.24,1.13,0.14,0.06,0.03,0.11,0.03,0.04,0.23,2.5000000000000045e-05,1.0000000000000019e-06,0.0,,,,,,,,,,,,,,,,,,,,,
